ID,Start time,Completion time,Email,Name,What is your district of residence?,What is your age?,What's your gender?,What is your current industry experience Level? ,What is your Working Culture?,Select your working district,What is your Role in your company?,Does your Company have a Sri Lankan office?,Is your company salary pegged?,Do you have any working experience in Global Software Development?,Are the Consequences of COVID-19 affect your Productivity in global Software Development?,What are the Productivity affecting issues you faced during the COVID-19 time?,How did you maintain your Productivity at a good level during the COVID-19 time?,Is Health-related problems affect your Productivity in Global Software Development?,What are the health issues you face regularly?,Are the Consequences of Sri Lanka’s economic crisis affect your Productivity in Global Software Development?,What are the Productivity affecting issues you are facing during this Sri Lanka’s economic crisis Period?,How do you maintain your Productivity during this Sri Lanka’s economic crisis time?,Is your lack of Individual Soft skills affect your Productivity in global Software Development?,What are the soft skills you think that can support and increase your Productivity?,Is your low Paying Structure affect your Productivity in global Software Development?,Are your slowest Equipment or Tools (Gadgets) increase your Productivity in global Software Development?,Are the Tools (equipment or gadgets) provided by your Company?,Rate your computer speed.,Is your slow Network Quality affect your Productivity in global Software Development?,What type of network provider are you using for your work?,Rate the Internet speed.,"Is your distractive Workplace Ergonomics affect your Productivity in global Software Development?
(If you are working from your home please consider your home is your workplace)
",Are poor Training & Career Development Opportunities affect your Productivity in global Software Development?,Is your Work Pressure affect your Productivity in global Software Development?,Does Distraction at the workplace affect your Productivity in global Software Development?,What kind of Distractions Do you have in your workplace?,Is lack of Technical Skills in New Technologies affect your Productivity in global Software Development?,How do you maintain your productivity without familiarity in new technologies?,Language issues,Lack of Management of time Difference,Please Mention any other factors except the above (If you have any)?,Are the Consequences of COVID-19 affect your Productivity in Software Development Process?,What are the Productivity affecting issues you faced during the COVID-19 time?2,How did you maintain your Productivity at a good level during the COVID-19 time?2,Is Health-related problems affect your Productivity in Software Development Process?,What are the health issues you face regularly?2,Are the Consequences of Sri Lanka’s economic crisis affect your Productivity in Software Development Process?,What are the Productivity affecting issues you are facing during this Sri Lanka’s economic crisis Period?2,How do you maintain your Productivity during this Sri Lanka’s economic crisis time?2,Is your lack of Individual Soft skills affect your Productivity in software Development process?,What are the soft skills you think that can support and increase your Productivity?2,Is your low Paying Structure affect your Productivity in Software Development Process?,Are your slowest Equipment or Tools (Gadgets) increase your Productivity in Software Development Process?,Are the Tools (equipment or gadgets) provided by your Company?2,Rate your computer speed.2,Is your low Network Quality affect your Productivity in Software Development process?,What type of network provider are you using for your work?2,Rate the Internet speed.2,"Is your distractive Workplace Ergonomics affect your Productivity in Software Development process? 
(If you are working from your home please consider your home is your workplace)",Are your poor Training & Career Development Opportunities affect your Productivity in Software Development Process?,Is your Work Pressure affect your Productivity in Software Development Process?,Does Distraction at the workplace affect your Productivity in Software Development process?,What kind of Distraction Do you have in your workplace?,Is lack of Technical Skills in New Technologies affect your Productivity in Software Development process?,How do you maintain your productivity without familiarity in new technologies?2,Please Mention any other factors except the above (If you have any)?2,Monthly Salary,Technology Platform,Temperature at the workplace,Air Quality at the workplace,Lighting at the workplace,Hydration Level at the Workplace,Working Space Layout and Design,Flexibility level at workplace,Duration of the software project,Network Quality at workplace,Lack of Control,Lack of culture understanding in teams,Lack of trust,Geographical Distance,Job Security,Lack of Knowledge management and transfer among teams,Relationship with Colleagues and Senior employees,Outing with staffs,Leisure-time activities,Arrange some Free Certifacate Courses,Knowledge Sharing Sessions,Rate your own individual productivity level (from your own perspective).,What is your average line of code per day?,How many average story points do you burn in one day?,How often does your code fail in the testing phase?,How often do you take extra time to complete your tasks?
136,2/21/2023 14:35,2/21/2023 14:45,anonymous,,Jaffna,26,Male,Internship,Hybrid,Jaffna,Software Engineer,Yes,Yes,Yes,Yes,"Sudden lockdowns, has to be limited people in oje place",,Yes,"Fever, cold",Yes,"Powercut, fuel crisis ",,Yes,Adaptability Skills;Interpersonal Skills;,Yes,Yes,No,4,No,Company WIFI,5,No,Yes,Yes,Yes,Construction work,Yes,,No,No,Lack of understanding the core concepts,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,No,Yes,No,No,Very Good,Yes,Very Good,Good,Neutral,Bad,Good,Neutral,51-100 lines,3 points,Sometimes,Sometimes
137,2/21/2023 14:53,2/21/2023 15:00,anonymous,,Badulla,25,Male,Less than 2 years,Work from Home,,Software Engineer,Yes,Yes,Yes,No,,,Yes,,No,,,Yes,Communication Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Work Ethic;Problem-Solving Skills;Creativity Skills;,Yes,Yes,Yes,3,Yes,Dialog,3,Yes,Yes,Yes,Yes,,Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Neutral,Neutral,Good,Good,Neutral,Neutral,Bad,Very Bad,Neutral,Yes,Yes,No,Yes,Neutral,Yes,Good,Neutral,Neutral,Bad,Good,Bad,0-25 lines,1 point,Always,Often
138,2/21/2023 16:15,2/21/2023 16:19,anonymous,,Colombo,27,Male,2 to 4 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Communication Skills;Time Management Skills;,No,Yes,Yes,5,Yes,SLTMobitel,4,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Very Good,Very Good,Neutral,Good,Very Good,Very Good,Good,Good,Yes,Yes,Yes,Yes,Good,Yes,Good,Very Good,Good,Good,Good,Neutral,51-100 lines,2 points,Sometimes,Sometimes
139,2/21/2023 16:17,2/21/2023 16:25,anonymous,,Kilinochchi,26,Male,Internship,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,No,,,Yes,,Yes,,,No,Communication Skills;Problem-Solving Skills;,No,Yes,Yes,4,Yes,Hutch,4,Yes,No,Yes,No,,Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Good,Good,Good,Neutral,Good,Good,Neutral,Neutral,No,No,No,No,Good,Yes,Good,Good,Neutral,Neutral,Good,Neutral,101-200 lines,above 5 points,Rarely,Rarely
140,2/21/2023 16:32,2/21/2023 16:39,anonymous,,Jaffna,24,Male,Internship,Work from Home,,Backend ,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,Yes,,,No,Critical Thinking Skills;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,No,Yes,No,5,Yes,Dialog,2,Yes,Yes,Yes,No,,No,,,Neutral,Good,Neutral,Neutral,Neutral,Good,Good,Good,Good,Neutral,,,,,Neutral,,Good,Neutral,Neutral,Neutral,Good,Neutral,51-100 lines,2 points,Often,Often
141,2/21/2023 19:21,2/21/2023 19:31,anonymous,,Vavuniya,24,Male,Internship,Work from Home,,Software Developer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Viral fever,Yes,Powercut,,No,Communication Skills;Adaptability Skills;Creativity Skills;,No,Yes,No,3,Yes,Dialog,1,Yes,Yes,Yes,Yes,Heavy noise,Yes,,,Neutral,Good,Neutral,Neutral,Neutral,Neutral,Bad,Bad,Good,Bad,,,,,Neutral,,Bad,Very Bad,Very Bad,Bad,Neutral,Bad,0-25 lines,1 point,Often,Often
142,2/22/2023 10:36,2/22/2023 10:50,anonymous,,Nuwara Eliya,26,Male,Less than 2 years,Work from Home,,Software Engineer,Yes,Yes,Yes,No,,By working from home,Yes,"headache, sick",Yes,,,Yes,Work Ethic;Adaptability Skills;Problem-Solving Skills;Communication Skills;Teamwork Skills;,Yes,Yes,Yes,4,Yes,Dialog,4,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Neutral,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,Good,Yes,Good,Neutral,Good,Good,Good,Neutral,51-100 lines,1 point,Rarely,Often
143,2/22/2023 19:03,2/22/2023 19:16,anonymous,,Jaffna,25,Male,Internship,Work from Office,Colombo,Software Engineer,Yes,Yes,Yes,Yes,We can't attend physical job because of lockdown. ,,Yes,Fever,Yes,,,No,Communication Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;Adaptability Skills;Work Ethic;Interpersonal Skills;,Yes,Yes,No,3,Yes,Company WIFI,3,Yes,Yes,Yes,No,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,Yes,Good,Yes,Good,Good,Neutral,Neutral,Neutral,Good,101-200 lines,above 5 points,Rarely,Sometimes
144,2/24/2023 11:11,2/24/2023 11:15,anonymous,,Colombo,34,Male,More than 6 years,Hybrid,Colombo,Project Manager,Yes,Yes,Yes,No,,,Yes,,Yes,,,Yes,Communication Skills;Interpersonal Skills;Teamwork Skills;Time Management Skills;,Yes,Yes,Yes,4,Yes,SLTMobitel,5,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes,Yes,No,Yes,Very Good,No,Very Good,Very Good,Very Good,Very Good,Very Good,Good,51-100 lines,1 point,Sometimes,Rarely
145,2/24/2023 11:13,2/24/2023 11:19,anonymous,,Kurunegala,25,Male,Less than 2 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,No,,We had WFH option so we managed to work and deliver with efficiency ,No,,No,,Company provided us with electricity backup options to work despite the power cuts making it possible to work with minimum disruptions ,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Adaptability Skills;Time Management Skills;,No,Yes,Yes,3,Yes,SLTMobitel,4,No,Yes,Yes,No,,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Good,Very Good,Good,Good,Neutral,Neutral,Neutral,Good,Yes,Yes,Yes,No,Good,Yes,Good,Neutral,Neutral,Good,Good,Neutral,51-100 lines,2 points,Rarely,Sometimes
146,2/24/2023 11:29,2/24/2023 11:36,anonymous,,Colombo,27,Male,2 to 4 years,Hybrid,Colombo,Software Developer,Yes,No,Yes,Yes,"Time Management
Work Life Balance",,No,,Yes,Not able to work because of frequent power cuts,,Yes,Communication Skills;Interpersonal Skills;,No,Yes,Yes,4,Yes,Company WIFI,4,Yes,Yes,Yes,No,,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,Neutral,Good,Good,Good,Good,Good,Good,Good,Good,No,Yes,No,No,Good,No,Good,Bad,Bad,Bad,Bad,Very Bad,0-25 lines,1 point,Always,Always
147,2/24/2023 11:34,2/24/2023 11:40,anonymous,,Colombo,29,Male,2 to 4 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,Yes,,,No,,No,,,Yes,Communication Skills;Time Management Skills;Problem-Solving Skills;Leadership Skills;Creativity Skills;Adaptability Skills;Work Ethic;Critical Thinking Skills;Teamwork Skills;Interpersonal Skills;,No,Yes,Yes,4,Yes,Company WIFI,4,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Good,Good,Good,Good,Good,Good,Good,Good,Good,Yes,Yes,Yes,Yes,Good,Yes,Good,Good,Good,Good,Good,Good,51-100 lines,2 points,Never,Never
148,2/24/2023 11:45,2/24/2023 11:51,anonymous,,Batticaloa,26,Male,2 to 4 years,Hybrid,Colombo,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,,,No,Communication Skills;Critical Thinking Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;Work Ethic;,No,Yes,Yes,5,Yes,SLTMobitel,5,Yes,No,Yes,No,,No,Learn new everyday ,,Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,,,,,Neutral,,Very Good,Very Good,Very Good,Very Good,Very Good,Good,51-100 lines,3 points,Rarely,Sometimes
149,2/24/2023 12:25,2/24/2023 12:28,anonymous,,Anuradhapura,30,Female,2 to 4 years,Work from Home,,Quality Assurance,Yes,Yes,Yes,No,,,Yes,,No,,,Yes,Communication Skills;Teamwork Skills;Leadership Skills;Work Ethic;Creativity Skills;,Yes,Yes,Yes,4,Yes,Dialog,3,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Bad,Bad,Bad,Neutral,Bad,Neutral,Bad,Yes,Yes,Yes,Yes,Neutral,Yes,Bad,Neutral,Bad,Bad,Neutral,Bad,0-25 lines,1 point,Often,Rarely
150,2/24/2023 14:20,2/24/2023 14:25,anonymous,,Gampaha,24,Male,2 to 4 years,Hybrid,Colombo,Quality Assurance,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,No,,,Yes,Leadership Skills;Problem-Solving Skills;Time Management Skills;Critical Thinking Skills;,No,Yes,Yes,4,Yes,SLTMobitel,3,Yes,Yes,Yes,Yes,,Yes,,,Neutral,Good,Neutral,Neutral,Good,Good,Neutral,Neutral,Neutral,Good,,,,,Good,,Good,Neutral,Neutral,Good,Good,Very Bad,0-25 lines,1 point,Often,Always
151,2/24/2023 15:19,2/24/2023 15:29,anonymous,,Colombo,25,Female,Less than 2 years,Work from Home,,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,,,No,Communication Skills;Teamwork Skills;Critical Thinking Skills;Creativity Skills;Adaptability Skills;Time Management Skills;,No,Yes,Yes,4,Yes,SLTMobitel,4,Yes,No,No,Yes,,Yes,,,Neutral,Good,Neutral,Good,Good,Good,Good,Good,Good,Good,,,,,Good,,Good,Good,Neutral,Neutral,Good,Neutral,51-100 lines,2 points,Sometimes,Rarely
152,2/24/2023 17:22,2/24/2023 17:32,anonymous,,Kalutara,31,Male,2 to 4 years,Work from Home,,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,By balancing working and social engagement,No,,Yes,Needed electricity was not supplied,,No,Communication Skills;Teamwork Skills;Time Management Skills;,No,Yes,Yes,5,No,Airtel,3,No,No,No,No,,No,I learned necessasity,,Good,Very Good,Bad,Neutral,Neutral,Bad,Neutral,Good,Neutral,Neutral,,,,,Good,,Bad,Bad,Bad,Very Good,Very Good,Bad,0-25 lines,1 point,Always,Always
153,2/24/2023 20:39,2/24/2023 20:41,anonymous,,Kalutara,25,Male,2 to 4 years,Work from Office,Colombo,Software Engineer,Yes,Yes,Yes,No,,Working in a remote environment fastened our work,No,,Yes,Power cuts was a headache,,No,Communication Skills;Teamwork Skills;Interpersonal Skills;Leadership Skills;Critical Thinking Skills;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;Work Ethic;,Yes,Yes,Yes,5,Yes,Company WIFI,4,Yes,Yes,Yes,No,,No,Software industry you have to continue with new things. You have to learn and adapt to new technologies soon.,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Good,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,Good,No,Good,Good,Good,Neutral,Good,Neutral,51-100 lines,2 points,Rarely,Often
154,2/24/2023 20:35,2/24/2023 20:43,anonymous,,Colombo,23,Female,Less than 2 years,Work from Office,Colombo,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Had teams calls with team mates,No,,Yes,"Mentally stressed
Projects dropouts
Lack of team members",,No,Creativity Skills;Communication Skills;,Yes,Yes,Yes,4,Yes,Company WIFI,3,Yes,Yes,Yes,Yes,"Micro management
Resignation of supervisor",Yes,,,Good,Good,Good,Good,Good,Good,Good,Very Good,Neutral,Neutral,,,,,Very Good,,Very Good,Very Good,Very Good,Bad,Good,Bad,0-25 lines,1 point,Often,Often
155,2/25/2023 11:58,2/25/2023 12:06,anonymous,,Colombo,33,Male,More than 6 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,No,,Worked from home without any productivity loss,No,,No,,Covered the work even during power cuts,No,Communication Skills;Teamwork Skills;Leadership Skills;,Yes,Yes,Yes,5,Yes,Dialog,3,Yes,Yes,Yes,Yes,Internal calls and unnecessary meetings,Yes,,No,No,Work stress,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Yes,Yes,Yes,No,Good,Yes,Good,Good,Good,Bad,Bad,Very Bad,0-25 lines,1 point,Always,Often
156,2/26/2023 14:02,2/26/2023 14:10,anonymous,,Gampaha,32,Male,More than 6 years,Work from Home,,Software Engineer,Yes,Yes,Yes,No,,"We worked from Home and with our working culture, Covid not a issue",No,,Yes,"Power cuts, waiting in queue ",,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Problem-Solving Skills;,No,No,Yes,4,Yes,SLTMobitel,4,Yes,Yes,Yes,No,,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Bad,Bad,Neutral,Bad,Neutral,Good,Good,Good,Yes,No,No,No,Neutral,No,Good,Bad,Neutral,Neutral,Neutral,Bad,26-50 lines,1 point,Always,Often
157,3/1/2023 21:55,3/1/2023 21:59,anonymous,,Matale,30,Female,4 to 6 years,Work from Home,,Data Engineer,Yes,Yes,Yes,No,,,Yes,,Yes,,,Yes,Communication Skills;Work Ethic;Leadership Skills;Teamwork Skills;Creativity Skills;,Yes,Yes,Yes,4,Yes,Dialog,3,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Good,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Good,Neutral,No,Yes,No,Yes,Neutral,Yes,Neutral,Bad,Bad,Neutral,Good,Neutral,51-100 lines,2 points,Sometimes,Sometimes
158,3/1/2023 21:59,3/1/2023 22:04,anonymous,,Matale,26,Female,Internship,Work from Office,Colombo,Software Developer,Yes,Yes,Yes,No,,,Yes,,Yes,,,Yes,Communication Skills;Teamwork Skills;Time Management Skills;,Yes,Yes,Yes,2,Yes,Company WIFI,5,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Bad,Neutral,Bad,Neutral,Neutral,Bad,Bad,Neutral,Neutral,Yes,No,No,No,Neutral,Yes,Bad,Neutral,Bad,Neutral,Neutral,Bad,0-25 lines,1 point,Always,Often
159,3/1/2023 22:05,3/1/2023 22:06,anonymous,,Matale,35,Male,More than 6 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Interpersonal Skills;Communication Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Work Ethic;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,Yes,Yes,Yes,4,Yes,Company WIFI,4,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,Neutral,Bad,Good,Bad,Good,Bad,Good,Bad,Neutral,Yes,No,No,Yes,Bad,Yes,Neutral,Good,Neutral,Neutral,Good,Good,51-100 lines,2 points,Never,Never
160,3/1/2023 22:07,3/1/2023 22:09,anonymous,,Matale,29,Female,4 to 6 years,Work from Home,,Software Engineer,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Communication Skills;Adaptability Skills;,Yes,Yes,Yes,4,Yes,Dialog,2,Yes,Yes,Yes,Yes,,Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,Neutral,Neutral,Neutral,Good,Neutral,Bad,Neutral,Neutral,Good,Yes,Yes,No,Yes,Neutral,Yes,Neutral,Neutral,Neutral,Neutral,Bad,Bad,0-25 lines,1 point,Often,Often
161,3/1/2023 22:09,3/1/2023 22:13,anonymous,,Matale,30,Male,4 to 6 years,Hybrid,Colombo,Cloud Engineer,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Communication Skills;Problem-Solving Skills;Critical Thinking Skills;Creativity Skills;,Yes,Yes,Yes,3,Yes,SLTMobitel,3,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Bad,Neutral,Bad,Neutral,Bad,Neutral,Good,Neutral,Neutral,Yes,No,Yes,Yes,Good,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,101-200 lines,above 5 points,Sometimes,Sometimes
162,3/1/2023 22:21,3/1/2023 22:23,anonymous,,Matale,28,Male,Less than 2 years,Work from Home,,Quality Assurance,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Communication Skills;Interpersonal Skills;Critical Thinking Skills;,Yes,Yes,No,3,Yes,Dialog,2,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Bad,Neutral,Bad,Neutral,Good,Neutral,Neutral,Bad,Neutral,Yes,No,Yes,Yes,Neutral,No,Neutral,Good,Neutral,Neutral,Bad,Neutral,51-100 lines,2 points,Rarely,Sometimes
163,3/1/2023 22:23,3/1/2023 22:25,anonymous,,Matale,35,Female,More than 6 years,Work from Home,,Quality Assurance,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Communication Skills;Teamwork Skills;Adaptability Skills;,Yes,Yes,Yes,3,Yes,Dialog,3,Yes,Yes,Yes,Yes,,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Bad,Neutral,Bad,Neutral,Neutral,Bad,Neutral,Bad,Neutral,Yes,No,Yes,Yes,Bad,Yes,Neutral,Bad,Neutral,Bad,Neutral,Neutral,51-100 lines,2 points,Sometimes,Sometimes
164,3/2/2023 9:35,3/2/2023 9:42,anonymous,,Colombo,34,Male,4 to 6 years,Hybrid,Colombo,Quality Assurance,Yes,Yes,Yes,Yes,"1 . Improper communication with team members.
2. Network and connectivity issues, including sudden power cuts.",,No,,No,,Using proper plan based on time schedule.,No,Teamwork Skills;Communication Skills;Leadership Skills;Adaptability Skills;Problem-Solving Skills;Time Management Skills;,Yes,Yes,Yes,4,Yes,SLTMobitel,4,Yes,Yes,No,No,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,No,Yes,No,No,Good,Yes,Good,Neutral,Neutral,Neutral,Neutral,Good,51-100 lines,2 points,Sometimes,Rarely
165,3/3/2023 12:13,3/3/2023 12:21,anonymous,,Kegalle,26,Male,2 to 4 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,Yes,,,No,,No,,,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Critical Thinking Skills;Creativity Skills;Problem-Solving Skills;Time Management Skills;,No,No,Yes,5,Yes,SLTMobitel,4,No,Yes,No,No,,Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Very Good,Very Good,Very Good,Very Good,Good,Good,Good,Good,No,Yes,No,Yes,Good,No,Good,Good,Good,Good,Good,Good,above 200 lines,above 5 points,Sometimes,Sometimes
166,3/13/2023 12:27,3/13/2023 12:31,anonymous,,Jaffna,24,Male,Less than 2 years,Hybrid,Jaffna,Software Developer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,Yes,,,No,Adaptability Skills;Time Management Skills;,Yes,No,No,2,Yes,Company WIFI,3,Yes,Yes,Yes,Yes,,Yes,,,Bad,Good,Good,Good,Good,Neutral,Neutral,Good,Very Bad,Neutral,,,,,Neutral,,Very Good,Bad,Very Bad,Bad,Good,Neutral,51-100 lines,1 point,Sometimes,Sometimes
167,3/14/2023 20:11,3/14/2023 20:15,anonymous,,Galle,24,Female,Less than 2 years,Hybrid,Colombo,Quality Assurance,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,Yes,,,Yes,Communication Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Time Management Skills;,Yes,No,Yes,4,Yes,Dialog,3,No,No,Yes,No,,Yes,,,Neutral,Bad,Neutral,Neutral,Good,Neutral,Very Good,Very Bad,Bad,Bad,,,,,Good,,Very Good,Very Bad,Very Bad,Very Bad,Neutral,Good,51-100 lines,3 points,Never,Never
168,3/16/2023 19:07,3/16/2023 19:12,anonymous,,Gampaha,26,Male,Less than 2 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,Yes,,,Yes,,Yes,Cant even buy a good monitor. ,,No,Teamwork Skills;,Yes,Yes,Yes,3,Yes,SLT Fiber,5,Yes,Yes,Yes,Yes,Hot girls ,No,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Neutral,Neutral,Neutral,Neutral,Bad,Bad,Neutral,Very Good,No,No,Yes,Yes,Good,Yes,Very Good,Good,Neutral,Bad,Good,Good,101-200 lines,1 point,Sometimes,Often
169,3/23/2023 10:54,3/23/2023 10:56,anonymous,,Kalutara,26,Female,Less than 2 years,Work from Home,,Software Developer,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Communication Skills;Interpersonal Skills;Leadership Skills;Problem-Solving Skills;,Yes,Yes,Yes,3,Yes,Dialog,3,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Yes,Yes,Yes,Yes,Bad,Yes,Bad,Bad,Bad,Bad,Bad,Bad,26-50 lines,2 points,Always,Often
170,3/23/2023 10:56,3/23/2023 11:02,anonymous,,Kalutara,28,Female,Less than 2 years,Hybrid,Colombo,Cybersecurity,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Interpersonal Skills;Communication Skills;Work Ethic;Critical Thinking Skills;,Yes,Yes,Yes,3,Yes,Dialog,3,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,Bad,Neutral,Bad,Neutral,Bad,Neutral,Bad,Neutral,Bad,Yes,Yes,Yes,Yes,Neutral,Yes,Bad,Neutral,Bad,Neutral,Bad,Bad,26-50 lines,2 points,Often,Often
171,3/23/2023 11:02,3/23/2023 11:04,anonymous,,Kalutara,30,Male,More than 6 years,Work from Office,Gampaha,Software Engineer,Yes,No,Yes,Yes,,,Yes,,Yes,,,Yes,Communication Skills;Interpersonal Skills;Teamwork Skills;Work Ethic;Adaptability Skills;,Yes,Yes,Yes,3,Yes,Dialog,3,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,Neutral,Bad,Bad,Bad,Bad,Neutral,Bad,Neutral,Bad,Yes,Yes,Yes,Yes,Neutral,Yes,Bad,Neutral,Bad,Bad,Neutral,Bad,26-50 lines,3 points,Sometimes,Sometimes
172,3/23/2023 11:04,3/23/2023 11:06,anonymous,,Kalutara,25,Female,Internship,Work from Home,,Data Engineer,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Interpersonal Skills;Teamwork Skills;,Yes,Yes,Yes,3,Yes,SLTMobitel,3,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,Bad,Neutral,Bad,Neutral,Bad,Neutral,Bad,Neutral,Bad,Yes,Yes,Yes,Yes,Neutral,Yes,Bad,Neutral,Bad,Neutral,Bad,Neutral,26-50 lines,2 points,Sometimes,Often
